Calculating reading plan...
book, book chapters, book words, book time, chapter, chapter words, chapter time
Ps, 150, 43738, 146, 114, 106, 1
Ps, 150, 43738, 146, 115, 274, 1
Ps, 150, 43738, 146, 116, 287, 1
Ps, 150, 43738, 146, 117, 33, 1
Ps, 150, 43738, 146, 118, 465, 2
Ps, 150, 43738, 146, 119, 2445, 9
Ps, 150, 43738, 146, 120, 92, 1
Ps, 150, 43738, 146, 121, 114, 1
Ps, 150, 43738, 146, 122, 130, 1
Ps, 150, 43738, 146, 123, 98, 1
Ps, 150, 43738, 146, 124, 127, 1
Ps, 150, 43738, 146, 125, 112, 1
Ps, 150, 43738, 146, 126, 98, 1
Ps, 150, 43738, 146, 127, 116, 1
Ps, 150, 43738, 146, 128, 105, 1
Ps, 150, 43738, 146, 129, 123, 1
Ps, 150, 43738, 146, 130, 120, 1
Ps, 150, 43738, 146, 131, 66, 1
Ps, 150, 43738, 146, 132, 280, 1
Ps, 150, 43738, 146, 133, 75, 1
Ps, 150, 43738, 146, 134, 48, 1
Ps, 150, 43738, 146, 135, 329, 2
Ps, 150, 43738, 146, 136, 353, 2
Ps, 150, 43738, 146, 137, 165, 1
Ps, 150, 43738, 146, 138, 176, 1
Ps, 150, 43738, 146, 139, 418, 2
Ps, 150, 43738, 146, 140, 247, 1
Ps, 150, 43738, 146, 141, 207, 1
Ps, 150, 43738, 146, 142, 162, 1
Ps, 150, 43738, 146, 143, 256, 1
Ps, 150, 43738, 146, 144, 306, 2
Ps, 150, 43738, 146, 145, 335, 2
Ps, 150, 43738, 146, 146, 178, 1
Ps, 150, 43738, 146, 147, 299, 1
Ps, 150, 43738, 146, 148, 202, 1
Ps, 150, 43738, 146, 149, 143, 1
Ps, 150, 43738, 146, 150, 85, 1
Pr, 31, 15038, 51, 1, 519, 2
Pr, 31, 15038, 51, 2, 309, 2
Pr, 31, 15038, 51, 3, 541, 2
Pr, 31, 15038, 51, 4, 418, 2
Pr, 31, 15038, 51, 5, 354, 2
Pr, 31, 15038, 51, 6, 546, 2
Pr, 31, 15038, 51, 7, 411, 2
Pr, 31, 15038, 51, 8, 562, 2
Pr, 31, 15038, 51, 9, 288, 1
Pr, 31, 15038, 51, 10, 527, 2
Pr, 31, 15038, 51, 11, 524, 2
Pr, 31, 15038, 51, 12, 476, 2
Pr, 31, 15038, 51, 13, 400, 2
Pr, 31, 15038, 51, 14, 572, 2
Pr, 31, 15038, 51, 15, 544, 2
Pr, 31, 15038, 51, 16, 543, 2
Pr, 31, 15038, 51, 17, 476, 2
Pr, 31, 15038, 51, 18, 381, 2
Pr, 31, 15038, 51, 19, 506, 2
Pr, 31, 15038, 51, 20, 498, 2
Pr, 31, 15038, 51, 21, 501, 2
Pr, 31, 15038, 51, 22, 495, 2
Pr, 31, 15038, 51, 23, 566, 2
Pr, 31, 15038, 51, 24, 580, 2
Pr, 31, 15038, 51, 25, 522, 2
Pr, 31, 15038, 51, 26, 459, 2
Pr, 31, 15038, 51, 27, 460, 2
Pr, 31, 15038, 51, 28, 528, 2
Pr, 31, 15038, 51, 29, 425, 2
Pr, 31, 15038, 51, 30, 640, 3
Pr, 31, 15038, 51, 31, 467, 2
Ec, 12, 5579, 19, 1, 380, 2
Ec, 12, 5579, 19, 2, 734, 3
Ec, 12, 5579, 19, 3, 517, 2
Ec, 12, 5579, 19, 4, 380, 2
Ec, 12, 5579, 19, 5, 533, 2
Ec, 12, 5579, 19, 6, 301, 2
Ec, 12, 5579, 19, 7, 617, 3
Ec, 12, 5579, 19, 8, 515, 2
Ec, 12, 5579, 19, 9, 555, 2
Ec, 12, 5579, 19, 10, 402, 2
Ec, 12, 5579, 19, 11, 273, 1
Ec, 12, 5579, 19, 12, 372, 2
Song, 8, 2658, 9, 1, 326, 2
Song, 8, 2658, 9, 2, 351, 2
Song, 8, 2658, 9, 3, 287, 1
Song, 8, 2658, 9, 4, 363, 2
Song, 8, 2658, 9, 5, 397, 2
Song, 8, 2658, 9, 6, 282, 1
Song, 8, 2658, 9, 7, 292, 1
Song, 8, 2658, 9, 8, 360, 2
Isa, 66, 37036, 124, 1, 758, 3
Isa, 66, 37036, 124, 2, 567, 2
Isa, 66, 37036, 124, 3, 587, 2
Isa, 66, 37036, 124, 4, 209, 1
Isa, 66, 37036, 124, 5, 863, 3
Isa, 66, 37036, 124, 6, 366, 2
Isa, 66, 37036, 124, 7, 693, 3
Isa, 66, 37036, 124, 8, 558, 2
Isa, 66, 37036, 124, 9, 599, 2
Isa, 66, 37036, 124, 10, 928, 4
Isa, 66, 37036, 124, 11, 519, 2
Isa, 66, 37036, 124, 12, 134, 1
Isa, 66, 37036, 124, 13, 576, 2
Isa, 66, 37036, 124, 14, 856, 3
Isa, 66, 37036, 124, 15, 266, 1
Isa, 66, 37036, 124, 16, 415, 2
Isa, 66, 37036, 124, 17, 428, 2
Isa, 66, 37036, 124, 18, 255, 1
Isa, 66, 37036, 124, 19, 730, 3
Isa, 66, 37036, 124, 20, 169, 1
Isa, 66, 37036, 124, 21, 417, 2
Isa, 66, 37036, 124, 22, 676, 3
Isa, 66, 37036, 124, 23, 469, 2
Isa, 66, 37036, 124, 24, 592, 2
Isa, 66, 37036, 124, 25, 381, 2
Isa, 66, 37036, 124, 26, 550, 2
Isa, 66, 37036, 124, 27, 405, 2
Isa, 66, 37036, 124, 28, 814, 3
Isa, 66, 37036, 124, 29, 742, 3
Isa, 66, 37036, 124, 30, 1059, 4
Isa, 66, 37036, 124, 31, 322, 2
Isa, 66, 37036, 124, 32, 436, 2
Isa, 66, 37036, 124, 33, 585, 2
Isa, 66, 37036, 124, 34, 522, 2
Isa, 66, 37036, 124, 35, 277, 1
Isa, 66, 37036, 124, 36, 690, 3
Isa, 66, 37036, 124, 37, 1131, 4
Isa, 66, 37036, 124, 38, 592, 2
Isa, 66, 37036, 124, 39, 268, 1
Isa, 66, 37036, 124, 40, 796, 3
Isa, 66, 37036, 124, 41, 804, 3
Isa, 66, 37036, 124, 42, 676, 3
Isa, 66, 37036, 124, 43, 711, 3
Isa, 66, 37036, 124, 44, 886, 3
Isa, 66, 37036, 124, 45, 774, 3
Isa, 66, 37036, 124, 46, 342, 2
Isa, 66, 37036, 124, 47, 471, 2
Isa, 66, 37036, 124, 48, 627, 3
Isa, 66, 37036, 124, 49, 867, 3
Isa, 66, 37036, 124, 50, 365, 2
Isa, 66, 37036, 124, 51, 771, 3
Isa, 66, 37036, 124, 52, 405, 2
Isa, 66, 37036, 124, 53, 387, 2
Isa, 66, 37036, 124, 54, 493, 2
Isa, 66, 37036, 124, 55, 399, 2
Isa, 66, 37036, 124, 56, 361, 2
Isa, 66, 37036, 124, 57, 569, 2
Isa, 66, 37036, 124, 58, 521, 2
Isa, 66, 37036, 124, 59, 590, 2
Isa, 66, 37036, 124, 60, 665, 3
Isa, 66, 37036, 124, 61, 380, 2
Isa, 66, 37036, 124, 62, 362, 2
Isa, 66, 37036, 124, 63, 538, 2
Isa, 66, 37036, 124, 64, 308, 2
Isa, 66, 37036, 124, 65, 753, 3
Isa, 66, 37036, 124, 66, 811, 3
Jer, 52, 42654, 143, 1, 528, 2
Jer, 52, 42654, 143, 2, 1019, 4
Jer, 52, 42654, 143, 3, 802, 3
Jer, 52, 42654, 143, 4, 861, 3
Jer, 52, 42654, 143, 5, 874, 3
Jer, 52, 42654, 143, 6, 827, 3
Jer, 52, 42654, 143, 7, 970, 4
Jer, 52, 42654, 143, 8, 706, 3
Jer, 52, 42654, 143, 9, 772, 3
Jer, 52, 42654, 143, 10, 674, 3
Jer, 52, 42654, 143, 11, 749, 3
Jer, 52, 42654, 143, 12, 544, 2
Jer, 52, 42654, 143, 13, 739, 3
Jer, 52, 42654, 143, 14, 688, 3
Jer, 52, 42654, 143, 15, 702, 3
Jer, 52, 42654, 143, 16, 699, 3
Jer, 52, 42654, 143, 17, 829, 3
Jer, 52, 42654, 143, 18, 659, 3
Jer, 52, 42654, 143, 19, 541, 2
Jer, 52, 42654, 143, 20, 594, 2
Jer, 52, 42654, 143, 21, 498, 2
Jer, 52, 42654, 143, 22, 837, 3
Jer, 52, 42654, 143, 23, 1186, 4
Jer, 52, 42654, 143, 24, 361, 2
Jer, 52, 42654, 143, 25, 1138, 4
Jer, 52, 42654, 143, 26, 800, 3
Jer, 52, 42654, 143, 27, 762, 3
Jer, 52, 42654, 143, 28, 540, 2
Jer, 52, 42654, 143, 29, 1005, 4
Jer, 52, 42654, 143, 30, 717, 3
Jer, 52, 42654, 143, 31, 1294, 5
Jer, 52, 42654, 143, 32, 1432, 5
Jer, 52, 42654, 143, 33, 842, 3
Jer, 52, 42654, 143, 34, 824, 3
Jer, 52, 42654, 143, 35, 657, 3
Jer, 52, 42654, 143, 36, 1110, 4
Jer, 52, 42654, 143, 37, 611, 3
Jer, 52, 42654, 143, 38, 984, 4
Jer, 52, 42654, 143, 39, 545, 2
Jer, 52, 42654, 143, 40, 681, 3
Jer, 52, 42654, 143, 41, 664, 3
Jer, 52, 42654, 143, 42, 774, 3
Jer, 52, 42654, 143, 43, 460, 2
Jer, 52, 42654, 143, 44, 1228, 5
Jer, 52, 42654, 143, 45, 152, 1
Jer, 52, 42654, 143, 46, 821, 3
Jer, 52, 42654, 143, 47, 215, 1
Jer, 52, 42654, 143, 48, 1172, 4
Jer, 52, 42654, 143, 49, 1180, 4
Jer, 52, 42654, 143, 50, 1460, 5
Jer, 52, 42654, 143, 51, 1853, 7
Jer, 52, 42654, 143, 52, 1074, 4
La, 5, 3411, 12, 1, 758, 3
La, 5, 3411, 12, 2, 883, 3
La, 5, 3411, 12, 3, 876, 3
La, 5, 3411, 12, 4, 598, 2
La, 5, 3411, 12, 5, 296, 1
Eze, 48, 39401, 132, 1, 870, 3
Eze, 48, 39401, 132, 2, 273, 1
Eze, 48, 39401, 132, 3, 809, 3
Eze, 48, 39401, 132, 4, 519, 2
Eze, 48, 39401, 132, 5, 628, 3
Eze, 48, 39401, 132, 6, 470, 2
Eze, 48, 39401, 132, 7, 768, 3
Eze, 48, 39401, 132, 8, 655, 3
Eze, 48, 39401, 132, 9, 400, 2
Eze, 48, 39401, 132, 10, 659, 3
Eze, 48, 39401, 132, 11, 721, 3
Eze, 48, 39401, 132, 12, 799, 3
Eze, 48, 39401, 132, 13, 738, 3
Eze, 48, 39401, 132, 14, 746, 3
Eze, 48, 39401, 132, 15, 205, 1
Eze, 48, 39401, 132, 16, 1820, 7
Eze, 48, 39401, 132, 17, 773, 3
Eze, 48, 39401, 132, 18, 919, 4
Eze, 48, 39401, 132, 19, 356, 2
Eze, 48, 39401, 132, 20, 1601, 6
Eze, 48, 39401, 132, 21, 945, 4
Eze, 48, 39401, 132, 22, 840, 3
Eze, 48, 39401, 132, 23, 1322, 5
Eze, 48, 39401, 132, 24, 774, 3
Eze, 48, 39401, 132, 25, 507, 2
Eze, 48, 39401, 132, 26, 727, 3
Eze, 48, 39401, 132, 27, 907, 4
Eze, 48, 39401, 132, 28, 809, 3
Eze, 48, 39401, 132, 29, 714, 3
Eze, 48, 39401, 132, 30, 760, 3
Eze, 48, 39401, 132, 31, 680, 3
Eze, 48, 39401, 132, 32, 1077, 4
Eze, 48, 39401, 132, 33, 1071, 4
Eze, 48, 39401, 132, 34, 958, 4
Eze, 48, 39401, 132, 35, 402, 2
Eze, 48, 39401, 132, 36, 1180, 4
Eze, 48, 39401, 132, 37, 870, 3
Eze, 48, 39401, 132, 38, 776, 3
Eze, 48, 39401, 132, 39, 928, 4
Eze, 48, 39401, 132, 40, 1530, 6
Eze, 48, 39401, 132, 41, 802, 3
Eze, 48, 39401, 132, 42, 568, 2
Eze, 48, 39401, 132, 43, 907, 4
Eze, 48, 39401, 132, 44, 1031, 4
Eze, 48, 39401, 132, 45, 882, 3
Eze, 48, 39401, 132, 46, 880, 3
Eze, 48, 39401, 132, 47, 780, 3
Eze, 48, 39401, 132, 48, 1045, 4
Da, 12, 11602, 39, 1, 589, 2
Da, 12, 11602, 39, 2, 1500, 5
Da, 12, 11602, 39, 3, 992, 4
Da, 12, 11602, 39, 4, 1290, 5
Da, 12, 11602, 39, 5, 995, 4
Da, 12, 11602, 39, 6, 905, 4
Da, 12, 11602, 39, 7, 926, 4
Da, 12, 11602, 39, 8, 852, 3
Da, 12, 11602, 39, 9, 966, 4
Da, 12, 11602, 39, 10, 647, 3
Da, 12, 11602, 39, 11, 1529, 6
Da, 12, 11602, 39, 12, 411, 2
Ho, 14, 5174, 18, 1, 355, 2
Ho, 14, 5174, 18, 2, 678, 3
Ho, 14, 5174, 18, 3, 156, 1
Ho, 14, 5174, 18, 4, 465, 2
Ho, 14, 5174, 18, 5, 368, 2
Ho, 14, 5174, 18, 6, 254, 1
Ho, 14, 5174, 18, 7, 398, 2
Ho, 14, 5174, 18, 8, 330, 2
Ho, 14, 5174, 18, 9, 468, 2
Ho, 14, 5174, 18, 10, 425, 2
Ho, 14, 5174, 18, 11, 308, 2
Ho, 14, 5174, 18, 12, 311, 2
Ho, 14, 5174, 18, 13, 426, 2
Ho, 14, 5174, 18, 14, 232, 1
Joe, 3, 2033, 7, 1, 508, 2
Joe, 3, 2033, 7, 2, 958, 4
Joe, 3, 2033, 7, 3, 567, 2
Am, 9, 4216, 15, 1, 455, 2
Am, 9, 4216, 15, 2, 441, 2
Am, 9, 4216, 15, 3, 397, 2
Am, 9, 4216, 15, 4, 432, 2
Am, 9, 4216, 15, 5, 658, 3
Am, 9, 4216, 15, 6, 399, 2
Am, 9, 4216, 15, 7, 471, 2
Am, 9, 4216, 15, 8, 414, 2
Am, 9, 4216, 15, 9, 549, 2
Ob, 1, 669, 3, 1, 669, 3
Jon, 4, 1320, 5, 1, 514, 2
Jon, 4, 1320, 5, 2, 214, 1
Jon, 4, 1320, 5, 3, 260, 1
Jon, 4, 1320, 5, 4, 332, 2
Mic, 7, 3152, 11, 1, 452, 2
Mic, 7, 3152, 11, 2, 400, 2
Mic, 7, 3152, 11, 3, 354, 2
Mic, 7, 3152, 11, 4, 476, 2
Mic, 7, 3152, 11, 5, 447, 2
Mic, 7, 3152, 11, 6, 440, 2
Mic, 7, 3152, 11, 7, 583, 2
Na, 3, 1284, 5, 1, 394, 2
Na, 3, 1284, 5, 2, 371, 2
Na, 3, 1284, 5, 3, 519, 2
Hab, 3, 1475, 5, 1, 423, 2
Hab, 3, 1475, 5, 2, 563, 2
Hab, 3, 1475, 5, 3, 489, 2
Zep, 3, 1616, 6, 1, 555, 2
Zep, 3, 1616, 6, 2, 463, 2
Zep, 3, 1616, 6, 3, 598, 2
Hag, 2, 1130, 4, 1, 451, 2
Hag, 2, 1130, 4, 2, 679, 3
Zec, 14, 6443, 22, 1, 622, 3
Zec, 14, 6443, 22, 2, 317, 2
Zec, 14, 6443, 22, 3, 296, 1
Zec, 14, 6443, 22, 4, 365, 2
Zec, 14, 6443, 22, 5, 338, 2
Zec, 14, 6443, 22, 6, 424, 2
Zec, 14, 6443, 22, 7, 378, 2
Zec, 14, 6443, 22, 8, 703, 3
Zec, 14, 6443, 22, 9, 537, 2
Zec, 14, 6443, 22, 10, 408, 2
Zec, 14, 6443, 22, 11, 502, 2
Zec, 14, 6443, 22, 12, 462, 2
Zec, 14, 6443, 22, 13, 337, 2
Zec, 14, 6443, 22, 14, 754, 3
Mal, 4, 1786, 6, 1, 487, 2
Mal, 4, 1786, 6, 2, 546, 2
Mal, 4, 1786, 6, 3, 565, 2
Mal, 4, 1786, 6, 4, 188, 1
Mt, 28, 23684, 79, 1, 473, 2
Mt, 28, 23684, 79, 2, 619, 3
Mt, 28, 23684, 79, 3, 387, 2
Mt, 28, 23684, 79, 4, 557, 2
Mt, 28, 23684, 79, 5, 1081, 4
Mt, 28, 23684, 79, 6, 794, 3
Mt, 28, 23684, 79, 7, 626, 3
Mt, 28, 23684, 79, 8, 773, 3
Mt, 28, 23684, 79, 9, 837, 3
Mt, 28, 23684, 79, 10, 919, 4
Mt, 28, 23684, 79, 11, 668, 3
Mt, 28, 23684, 79, 12, 1168, 4
Mt, 28, 23684, 79, 13, 1367, 5
Mt, 28, 23684, 79, 14, 721, 3
Mt, 28, 23684, 79, 15, 785, 3
Mt, 28, 23684, 79, 16, 688, 3
Mt, 28, 23684, 79, 17, 620, 3
Mt, 28, 23684, 79, 18, 869, 3
Mt, 28, 23684, 79, 19, 719, 3
Mt, 28, 23684, 79, 20, 779, 3
Mt, 28, 23684, 79, 21, 1126, 4
Mt, 28, 23684, 79, 22, 828, 3
Mt, 28, 23684, 79, 23, 833, 3
Mt, 28, 23684, 79, 24, 1047, 4
Mt, 28, 23684, 79, 25, 995, 4
Mt, 28, 23684, 79, 26, 1625, 6
Mt, 28, 23684, 79, 27, 1359, 5
Mt, 28, 23684, 79, 28, 421, 2
Mr, 16, 15166, 51, 1, 930, 4
Mr, 16, 15166, 51, 2, 724, 3
Mr, 16, 15166, 51, 3, 663, 3
Mr, 16, 15166, 51, 4, 923, 4
Mr, 16, 15166, 51, 5, 952, 4
Mr, 16, 15166, 51, 6, 1323, 5
Mr, 16, 15166, 51, 7, 806, 3
Mr, 16, 15166, 51, 8, 842, 3
Mr, 16, 15166, 51, 9, 1164, 4
Mr, 16, 15166, 51, 10, 1218, 5
Mr, 16, 15166, 51, 11, 778, 3
Mr, 16, 15166, 51, 12, 1058, 4
Mr, 16, 15166, 51, 13, 828, 3
Mr, 16, 15166, 51, 14, 1595, 6
Mr, 16, 15166, 51, 15, 913, 4
Mr, 16, 15166, 51, 16, 449, 2
Lu, 24, 25939, 87, 1, 1583, 6
Lu, 24, 25939, 87, 2, 1094, 4
Lu, 24, 25939, 87, 3, 1017, 4
Lu, 24, 25939, 87, 4, 1021, 4
Lu, 24, 25939, 87, 5, 949, 4
Lu, 24, 25939, 87, 6, 1229, 5
Lu, 24, 25939, 87, 7, 1209, 5
Lu, 24, 25939, 87, 8, 1431, 5
Lu, 24, 25939, 87, 9, 1457, 5
Lu, 24, 25939, 87, 10, 992, 4
Lu, 24, 25939, 87, 11, 1331, 5
Lu, 24, 25939, 87, 12, 1407, 5
Lu, 24, 25939, 87, 13, 864, 3
Lu, 24, 25939, 87, 14, 812, 3
Lu, 24, 25939, 87, 15, 725, 3
Lu, 24, 25939, 87, 16, 752, 3
Lu, 24, 25939, 87, 17, 809, 3
Lu, 24, 25939, 87, 18, 868, 3
Lu, 24, 25939, 87, 19, 1047, 4
Lu, 24, 25939, 87, 20, 954, 4
Lu, 24, 25939, 87, 21, 820, 3
Lu, 24, 25939, 87, 22, 1396, 5
Lu, 24, 25939, 87, 23, 1117, 4
Lu, 24, 25939, 87, 24, 1055, 4
Joh, 21, 19094, 64, 1, 1004, 4
Joh, 21, 19094, 64, 2, 510, 2
Joh, 21, 19094, 64, 3, 763, 3
Joh, 21, 19094, 64, 4, 1094, 4
Joh, 21, 19094, 64, 5, 1001, 4
Joh, 21, 19094, 64, 6, 1506, 6
Joh, 21, 19094, 64, 7, 1002, 4
Joh, 21, 19094, 64, 8, 1307, 5
Joh, 21, 19094, 64, 9, 876, 3
Joh, 21, 19094, 64, 10, 820, 3
Joh, 21, 19094, 64, 11, 1157, 4
Joh, 21, 19094, 64, 12, 1060, 4
Joh, 21, 19094, 64, 13, 826, 3
Joh, 21, 19094, 64, 14, 731, 3
Joh, 21, 19094, 64, 15, 613, 3
Joh, 21, 19094, 64, 16, 789, 3
Joh, 21, 19094, 64, 17, 636, 3
Joh, 21, 19094, 64, 18, 947, 4
Joh, 21, 19094, 64, 19, 1010, 4
Joh, 21, 19094, 64, 20, 749, 3
Joh, 21, 19094, 64, 21, 693, 3
Ac, 28, 24245, 81, 1, 661, 3
Ac, 28, 24245, 81, 2, 1021, 4
Ac, 28, 24245, 81, 3, 634, 3
Ac, 28, 24245, 81, 4, 865, 3
Ac, 28, 24245, 81, 5, 1026, 4
Ac, 28, 24245, 81, 6, 355, 2
Ac, 28, 24245, 81, 7, 1430, 5
Ac, 28, 24245, 81, 8, 883, 3
Ac, 28, 24245, 81, 9, 1046, 4
Ac, 28, 24245, 81, 10, 1108, 4
Ac, 28, 24245, 81, 11, 667, 3
Ac, 28, 24245, 81, 12, 662, 3
Ac, 28, 24245, 81, 13, 1272, 5
Ac, 28, 24245, 81, 14, 627, 3
Ac, 28, 24245, 81, 15, 925, 4
Ac, 28, 24245, 81, 16, 943, 4
Ac, 28, 24245, 81, 17, 855, 3
Ac, 28, 24245, 81, 18, 664, 3
Ac, 28, 24245, 81, 19, 975, 4
Ac, 28, 24245, 81, 20, 882, 3
Ac, 28, 24245, 81, 21, 1067, 4
Ac, 28, 24245, 81, 22, 773, 3
Ac, 28, 24245, 81, 23, 921, 4
Ac, 28, 24245, 81, 24, 640, 3
Ac, 28, 24245, 81, 25, 711, 3
Ac, 28, 24245, 81, 26, 781, 3
Ac, 28, 24245, 81, 27, 1033, 4
Ac, 28, 24245, 81, 28, 818, 3
Ro, 16, 9438, 32, 1, 714, 3
Ro, 16, 9438, 32, 2, 604, 3
Ro, 16, 9438, 32, 3, 562, 2
Ro, 16, 9438, 32, 4, 546, 2
Ro, 16, 9438, 32, 5, 480, 2
Ro, 16, 9438, 32, 6, 484, 2
Ro, 16, 9438, 32, 7, 605, 3
Ro, 16, 9438, 32, 8, 903, 4
Ro, 16, 9438, 32, 9, 719, 3
Ro, 16, 9438, 32, 10, 461, 2
Ro, 16, 9438, 32, 11, 818, 3
Ro, 16, 9438, 32, 12, 397, 2
Ro, 16, 9438, 32, 13, 361, 2
Ro, 16, 9438, 32, 14, 525, 2
Ro, 16, 9438, 32, 15, 742, 3
Ro, 16, 9438, 32, 16, 517, 2
1Co, 16, 9480, 32, 1, 649, 3
1Co, 16, 9480, 32, 2, 373, 2
1Co, 16, 9480, 32, 3, 459, 2
1Co, 16, 9480, 32, 4, 509, 2
1Co, 16, 9480, 32, 5, 321, 2
1Co, 16, 9480, 32, 6, 465, 2
1Co, 16, 9480, 32, 7, 959, 4
1Co, 16, 9480, 32, 8, 309, 2
1Co, 16, 9480, 32, 9, 671, 3
1Co, 16, 9480, 32, 10, 667, 3
1Co, 16, 9480, 32, 11, 718, 3
1Co, 16, 9480, 32, 12, 593, 2
1Co, 16, 9480, 32, 13, 270, 1
1Co, 16, 9480, 32, 14, 887, 3
1Co, 16, 9480, 32, 15, 1166, 4
1Co, 16, 9480, 32, 16, 464, 2
2Co, 13, 6083, 21, 1, 591, 2
2Co, 13, 6083, 21, 2, 401, 2
2Co, 13, 6083, 21, 3, 389, 2
2Co, 13, 6083, 21, 4, 406, 2
2Co, 13, 6083, 21, 5, 487, 2
2Co, 13, 6083, 21, 6, 357, 2
2Co, 13, 6083, 21, 7, 452, 2
2Co, 13, 6083, 21, 8, 568, 2
2Co, 13, 6083, 21, 9, 355, 2
2Co, 13, 6083, 21, 10, 437, 2
2Co, 13, 6083, 21, 11, 718, 3
2Co, 13, 6083, 21, 12, 589, 2
2Co, 13, 6083, 21, 13, 333, 2
Ga, 6, 3090, 11, 1, 453, 2
Ga, 6, 3090, 11, 2, 573, 2
Ga, 6, 3090, 11, 3, 648, 3
Ga, 6, 3090, 11, 4, 610, 3
Ga, 6, 3090, 11, 5, 447, 2
Ga, 6, 3090, 11, 6, 359, 2
Eph, 6, 3030, 11, 1, 508, 2
Eph, 6, 3030, 11, 2, 453, 2
Eph, 6, 3030, 11, 3, 410, 2
Eph, 6, 3030, 11, 4, 617, 3
Eph, 6, 3030, 11, 5, 564, 2
Eph, 6, 3030, 11, 6, 478, 2
Php, 4, 2193, 8, 1, 632, 3
Php, 4, 2193, 8, 2, 601, 3
Php, 4, 2193, 8, 3, 483, 2
Php, 4, 2193, 8, 4, 477, 2
Col, 4, 1989, 7, 1, 656, 3
Col, 4, 1989, 7, 2, 503, 2
Col, 4, 1989, 7, 3, 457, 2
Col, 4, 1989, 7, 4, 373, 2
1Th, 5, 1847, 7, 1, 253, 1
1Th, 5, 1847, 7, 2, 479, 2
1Th, 5, 1847, 7, 3, 295, 1
1Th, 5, 1847, 7, 4, 396, 2
1Th, 5, 1847, 7, 5, 424, 2
2Th, 3, 1032, 4, 1, 291, 1
2Th, 3, 1032, 4, 2, 381, 2
2Th, 3, 1032, 4, 3, 360, 2
1Ti, 6, 2260, 8, 1, 432, 2
1Ti, 6, 2260, 8, 2, 247, 1
1Ti, 6, 2260, 8, 3, 324, 2
1Ti, 6, 2260, 8, 4, 310, 2
1Ti, 6, 2260, 8, 5, 470, 2
1Ti, 6, 2260, 8, 6, 477, 2
2Ti, 4, 1694, 6, 1, 438, 2
2Ti, 4, 1694, 6, 2, 506, 2
2Ti, 4, 1694, 6, 3, 297, 1
2Ti, 4, 1694, 6, 4, 453, 2
Tit, 3, 915, 4, 1, 337, 2
Tit, 3, 915, 4, 2, 265, 1
Tit, 3, 915, 4, 3, 313, 2
Phm, 1, 439, 2, 1, 439, 2
Heb, 13, 6905, 24, 1, 338, 2
Heb, 13, 6905, 24, 2, 472, 2
Heb, 13, 6905, 24, 3, 362, 2
Heb, 13, 6905, 24, 4, 404, 2
Heb, 13, 6905, 24, 5, 321, 2
Heb, 13, 6905, 24, 6, 425, 2
Heb, 13, 6905, 24, 7, 607, 3
Heb, 13, 6905, 24, 8, 387, 2
Heb, 13, 6905, 24, 9, 678, 3
Heb, 13, 6905, 24, 10, 784, 3
Heb, 13, 6905, 24, 11, 922, 4
Heb, 13, 6905, 24, 12, 696, 3
Heb, 13, 6905, 24, 13, 509, 2
Jas, 5, 2304, 8, 1, 544, 2
Jas, 5, 2304, 8, 2, 528, 2
Jas, 5, 2304, 8, 3, 378, 2
Jas, 5, 2304, 8, 4, 369, 2
Jas, 5, 2304, 8, 5, 485, 2
1Pe, 5, 2476, 9, 1, 597, 2
1Pe, 5, 2476, 9, 2, 549, 2
1Pe, 5, 2476, 9, 3, 551, 2
1Pe, 5, 2476, 9, 4, 479, 2
1Pe, 5, 2476, 9, 5, 300, 1
2Pe, 3, 1553, 6, 1, 488, 2
2Pe, 3, 1553, 6, 2, 581, 2
2Pe, 3, 1553, 6, 3, 484, 2
1Jo, 5, 2517, 9, 1, 247, 1
1Jo, 5, 2517, 9, 2, 736, 3
1Jo, 5, 2517, 9, 3, 534, 2
1Jo, 5, 2517, 9, 4, 480, 2
1Jo, 5, 2517, 9, 5, 520, 2
2Jo, 1, 298, 1, 1, 298, 1
3Jo, 1, 294, 1, 1, 294, 1
Jude, 1, 608, 3, 1, 608, 3
Re, 22, 11995, 40, 1, 592, 2
Re, 22, 11995, 40, 2, 802, 3
Re, 22, 11995, 40, 3, 658, 3
Re, 22, 11995, 40, 4, 348, 2
Re, 22, 11995, 40, 5, 435, 2
Re, 22, 11995, 40, 6, 540, 2
Re, 22, 11995, 40, 7, 491, 2
Re, 22, 11995, 40, 8, 397, 2
Re, 22, 11995, 40, 9, 592, 2
Re, 22, 11995, 40, 10, 353, 2
Re, 22, 11995, 40, 11, 580, 2
Re, 22, 11995, 40, 12, 497, 2
Re, 22, 11995, 40, 13, 538, 2
Re, 22, 11995, 40, 14, 651, 3
Re, 22, 11995, 40, 15, 252, 1
Re, 22, 11995, 40, 16, 567, 2
Re, 22, 11995, 40, 17, 522, 2
Re, 22, 11995, 40, 18, 747, 3
Re, 22, 11995, 40, 19, 634, 3
Re, 22, 11995, 40, 20, 477, 2
Re, 22, 11995, 40, 21, 749, 3
Re, 22, 11995, 40, 22, 573, 2
