Calculating reading plan...
book, book chapters, book words, book time, chapter, chapter words, chapter time, day
Jer, 52, 42654, 143, 43, 460, 2, 185
Jer, 52, 42654, 143, 44, 1228, 5, 185
Jer, 52, 42654, 143, 45, 152, 1, 185
Jer, 52, 42654, 143, 46, 821, 3, 185
Jer, 52, 42654, 143, 47, 215, 1, 185
Jer, 52, 42654, 143, 48, 1172, 4, 185
Jer, 52, 42654, 143, 49, 1180, 4, 186
Jer, 52, 42654, 143, 50, 1460, 5, 186
Jer, 52, 42654, 143, 51, 1853, 7, 186
Jer, 52, 42654, 143, 52, 1074, 4, 187
Ps, 150, 43738, 146, 1, 130, 1, 187
Ps, 150, 43738, 146, 2, 206, 1, 187
Ps, 150, 43738, 146, 3, 150, 1, 187
Ps, 150, 43738, 146, 4, 175, 1, 187
Ps, 150, 43738, 146, 5, 255, 1, 187
Ps, 150, 43738, 146, 6, 171, 1, 187
Ps, 150, 43738, 146, 7, 343, 2, 187
Ps, 150, 43738, 146, 8, 176, 1, 187
Ps, 150, 43738, 146, 9, 377, 2, 187
Ps, 150, 43738, 146, 10, 350, 2, 188
Ps, 150, 43738, 146, 11, 136, 1, 188
Ps, 150, 43738, 146, 12, 157, 1, 188
Ps, 150, 43738, 146, 13, 115, 1, 188
Ps, 150, 43738, 146, 14, 157, 1, 188
Ps, 150, 43738, 146, 15, 103, 1, 188
Ps, 150, 43738, 146, 16, 209, 1, 188
Ps, 150, 43738, 146, 17, 315, 2, 188
Ps, 150, 43738, 146, 18, 965, 4, 188
Ps, 150, 43738, 146, 19, 280, 1, 188
Ps, 150, 43738, 146, 20, 152, 1, 189
Ps, 150, 43738, 146, 21, 254, 1, 189
Ps, 150, 43738, 146, 22, 591, 2, 189
Ps, 150, 43738, 146, 23, 122, 1, 189
Ps, 150, 43738, 146, 24, 182, 1, 189
Ps, 150, 43738, 146, 25, 346, 2, 189
Ps, 150, 43738, 146, 26, 187, 1, 189
Ps, 150, 43738, 146, 27, 344, 2, 189
Ps, 150, 43738, 146, 28, 205, 1, 189
Ps, 150, 43738, 146, 29, 183, 1, 189
Ps, 150, 43738, 146, 30, 243, 1, 189
Ps, 150, 43738, 146, 31, 506, 2, 189
Ps, 150, 43738, 146, 32, 246, 1, 190
Ps, 150, 43738, 146, 33, 350, 2, 190
Ps, 150, 43738, 146, 34, 365, 2, 190
Ps, 150, 43738, 146, 35, 568, 2, 190
Ps, 150, 43738, 146, 36, 236, 1, 190
Ps, 150, 43738, 146, 37, 706, 3, 190
Ps, 150, 43738, 146, 38, 369, 2, 190
Ps, 150, 43738, 146, 39, 281, 1, 190
Ps, 150, 43738, 146, 40, 408, 2, 190
Ps, 150, 43738, 146, 41, 248, 1, 191
Ps, 150, 43738, 146, 42, 290, 1, 191
Ps, 150, 43738, 146, 43, 130, 1, 191
Ps, 150, 43738, 146, 44, 461, 2, 191
Ps, 150, 43738, 146, 45, 343, 2, 191
Ps, 150, 43738, 146, 46, 217, 1, 191
Ps, 150, 43738, 146, 47, 154, 1, 191
Ps, 150, 43738, 146, 48, 238, 1, 191
Ps, 150, 43738, 146, 49, 348, 2, 191
Ps, 150, 43738, 146, 50, 404, 2, 191
Ps, 150, 43738, 146, 51, 344, 2, 191
Ps, 150, 43738, 146, 52, 194, 1, 192
Ps, 150, 43738, 146, 53, 163, 1, 192
Ps, 150, 43738, 146, 54, 136, 1, 192
Ps, 150, 43738, 146, 55, 446, 2, 192
Ps, 150, 43738, 146, 56, 241, 1, 192
Ps, 150, 43738, 146, 57, 246, 1, 192
Ps, 150, 43738, 146, 58, 226, 1, 192
Ps, 150, 43738, 146, 59, 358, 2, 192
Ps, 150, 43738, 146, 60, 244, 1, 192
Ps, 150, 43738, 146, 61, 143, 1, 192
Ps, 150, 43738, 146, 62, 238, 1, 192
Ps, 150, 43738, 146, 63, 206, 1, 192
Ps, 150, 43738, 146, 64, 192, 1, 192
Ps, 150, 43738, 146, 65, 277, 1, 193
Ps, 150, 43738, 146, 66, 335, 2, 193
Ps, 150, 43738, 146, 67, 121, 1, 193
Ps, 150, 43738, 146, 68, 708, 3, 193
Ps, 150, 43738, 146, 69, 680, 3, 193
Ps, 150, 43738, 146, 70, 114, 1, 193
Ps, 150, 43738, 146, 71, 471, 2, 193
Ps, 150, 43738, 146, 72, 373, 2, 193
Ps, 150, 43738, 146, 73, 427, 2, 194
Ps, 150, 43738, 146, 74, 416, 2, 194
Ps, 150, 43738, 146, 75, 200, 1, 194
Ps, 150, 43738, 146, 76, 205, 1, 194
Ps, 150, 43738, 146, 77, 340, 2, 194
Ps, 150, 43738, 146, 78, 1228, 5, 194
Ps, 150, 43738, 146, 79, 281, 1, 194
Ps, 150, 43738, 146, 80, 344, 2, 194
Ps, 150, 43738, 146, 81, 298, 1, 195
Ps, 150, 43738, 146, 82, 120, 1, 195
Ps, 150, 43738, 146, 83, 279, 1, 195
Ps, 150, 43738, 146, 84, 239, 1, 195
Ps, 150, 43738, 146, 85, 218, 1, 195
Ps, 150, 43738, 146, 86, 316, 2, 195
Ps, 150, 43738, 146, 87, 122, 1, 195
Ps, 150, 43738, 146, 88, 317, 2, 195
Ps, 150, 43738, 146, 89, 884, 3, 195
Ps, 150, 43738, 146, 90, 328, 2, 195
Ps, 150, 43738, 146, 91, 288, 1, 196
Ps, 150, 43738, 146, 92, 266, 1, 196
Ps, 150, 43738, 146, 93, 92, 1, 196
Ps, 150, 43738, 146, 94, 356, 2, 196
Ps, 150, 43738, 146, 95, 199, 1, 196
Ps, 150, 43738, 146, 96, 226, 1, 196
Ps, 150, 43738, 146, 97, 189, 1, 196
Ps, 150, 43738, 146, 98, 172, 1, 196
Ps, 150, 43738, 146, 99, 157, 1, 196
Ps, 150, 43738, 146, 100, 90, 1, 196
Ps, 150, 43738, 146, 101, 177, 1, 196
Ps, 150, 43738, 146, 102, 472, 2, 196
Ps, 150, 43738, 146, 103, 346, 2, 196
Ps, 150, 43738, 146, 104, 598, 2, 197
Ps, 150, 43738, 146, 105, 632, 3, 197
Ps, 150, 43738, 146, 106, 762, 3, 197
Ps, 150, 43738, 146, 107, 685, 3, 197
Ps, 150, 43738, 146, 108, 212, 1, 197
Ps, 150, 43738, 146, 109, 542, 2, 197
Ps, 150, 43738, 146, 110, 146, 1, 197
Ps, 150, 43738, 146, 111, 177, 1, 198
Ps, 150, 43738, 146, 112, 172, 1, 198
Ps, 150, 43738, 146, 113, 142, 1, 198
Ps, 150, 43738, 146, 114, 106, 1, 198
Ps, 150, 43738, 146, 115, 274, 1, 198
Ps, 150, 43738, 146, 116, 287, 1, 198
Ps, 150, 43738, 146, 117, 33, 1, 198
Ps, 150, 43738, 146, 118, 465, 2, 198
Ps, 150, 43738, 146, 119, 2445, 9, 198
Ps, 150, 43738, 146, 120, 92, 1, 199
Ps, 150, 43738, 146, 121, 114, 1, 199
Ps, 150, 43738, 146, 122, 130, 1, 199
Ps, 150, 43738, 146, 123, 98, 1, 199
Ps, 150, 43738, 146, 124, 127, 1, 199
Ps, 150, 43738, 146, 125, 112, 1, 199
Ps, 150, 43738, 146, 126, 98, 1, 199
Ps, 150, 43738, 146, 127, 116, 1, 199
Ps, 150, 43738, 146, 128, 105, 1, 199
Ps, 150, 43738, 146, 129, 123, 1, 199
Ps, 150, 43738, 146, 130, 120, 1, 199
Ps, 150, 43738, 146, 131, 66, 1, 199
Ps, 150, 43738, 146, 132, 280, 1, 199
Ps, 150, 43738, 146, 133, 75, 1, 199
Ps, 150, 43738, 146, 134, 48, 1, 199
Ps, 150, 43738, 146, 135, 329, 2, 200
Ps, 150, 43738, 146, 136, 353, 2, 200
Ps, 150, 43738, 146, 137, 165, 1, 200
Ps, 150, 43738, 146, 138, 176, 1, 200
Ps, 150, 43738, 146, 139, 418, 2, 200
Ps, 150, 43738, 146, 140, 247, 1, 200
Ps, 150, 43738, 146, 141, 207, 1, 200
Ps, 150, 43738, 146, 142, 162, 1, 200
Ps, 150, 43738, 146, 143, 256, 1, 200
Ps, 150, 43738, 146, 144, 306, 2, 200
Ps, 150, 43738, 146, 145, 335, 2, 200
Ps, 150, 43738, 146, 146, 178, 1, 201
Ps, 150, 43738, 146, 147, 299, 1, 201
Ps, 150, 43738, 146, 148, 202, 1, 201
Ps, 150, 43738, 146, 149, 143, 1, 201
Ps, 150, 43738, 146, 150, 85, 1, 201
