"Le",9,624,3
"Le",10,628,3
"Le",11,1115,4
"Le",12,262,1
"Le",13,1857,7
"Le",14,1713,6
"Le",15,919,4
"Le",16,1157,4
"Le",17,553,2
"Le",18,667,3
"Le",19,898,3
"Le",20,836,3
"Le",21,587,2
"Le",22,879,3
"Le",23,1222,5
"Le",24,551,2
"Le",25,1532,6
"Le",26,1247,5
"Le",27,956,4
"Nu",1,1333,5
"Nu",2,828,3
"Nu",3,1291,5
"Nu",4,1416,5
"Nu",5,898,3
"Nu",6,742,3
"Nu",7,1939,7
"Nu",8,687,3
"Nu",9,722,3
"Nu",10,891,3
"Nu",11,1056,4
"Nu",12,384,2
"Nu",13,741,3
"Nu",14,1181,4
"Nu",15,1068,4
"Nu",16,1341,5
"Nu",17,335,2
"Nu",18,1112,4
"Nu",19,683,3
"Nu",20,792,3
"Nu",21,931,4
"Nu",22,1201,5
"Nu",23,743,3
"Nu",24,659,3
"Nu",25,445,2
"Nu",26,1446,5
"Nu",27,610,3
"Nu",28,779,3
"Nu",29,954,4
"Nu",30,503,2
"Nu",31,1208,5
"Nu",32,1009,4
"Nu",33,928,4
"Nu",34,630,3
"Nu",35,965,4
"Nu",36,445,2
"De",1,1262,5
"De",2,1021,4
"De",3,815,3
"De",4,1503,6
"De",5,921,4
"De",6,643,3
"De",7,843,3
"De",8,566,2
"De",9,963,4
"De",10,604,3
"De",11,950,4
"De",12,1055,4
"De",13,627,3
"De",14,708,3
"De",15,707,3
"De",16,710,3
"De",17,707,3
"De",18,611,3
"De",19,608,3
"De",20,646,3
"De",21,731,3
"De",22,894,3
"De",23,685,3
"De",24,681,3
"De",25,562,2
"De",26,667,3
"De",27,599,2
"De",28,2075,7
"De",29,851,3
"De",30,665,3
"De",31,1041,4
"De",32,1306,5
"De",33,805,3
"De",34,320,2
"Jos",1,573,2
"Jos",2,768,3
"Jos",3,566,2
"Jos",4,707,3
"Jos",5,550,2
"Jos",6,904,4
"Jos",7,927,4
"Jos",8,1221,5
"Jos",9,800,3
"Jos",10,1393,5
"Jos",11,717,3
"Jos",12,486,2
"Jos",13,825,3
"Jos",14,485,2
"Jos",15,1032,4
"Jos",16,253,1
"Jos",17,660,3
"Jos",18,770,3
"Jos",19,944,4
"Jos",20,308,2
"Jos",21,1026,4
"Jos",22,1321,5
"Jos",23,574,2
"Jos",24,1044,4
"Jg",1,962,4
"Jg",2,692,3
"Jg",3,842,3
"Jg",4,761,3
"Jg",5,755,3
"Jg",6,1295,5
"Jg",7,952,4
"Jg",8,987,4
"Jg",9,1667,6
"Jg",10,473,2
"Jg",11,1235,5
"Jg",12,399,2
"Jg",13,765,3
"Jg",14,706,3
"Jg",15,648,3
"Jg",16,1110,4
"Jg",17,385,2
"Jg",18,1035,4
"Jg",19,1102,4
"Jg",20,1455,5
"Jg",21,740,3
"Ru",1,649,3
"Ru",2,763,3
"Ru",3,541,2
"Ru",4,621,3
"1Sa",1,782,3
"1Sa",2,1104,4
"1Sa",3,549,2
"1Sa",4,733,3
"1Sa",5,439,2
"1Sa",6,752,3
"1Sa",7,510,2
"1Sa",8,541,2
"1Sa",9,990,4
"1Sa",10,863,3
"1Sa",11,503,2
"1Sa",12,771,3
"1Sa",13,697,3
"1Sa",14,1606,6
"1Sa",15,981,4
"1Sa",16,680,3
"1Sa",17,1719,6
"1Sa",18,845,3
"1Sa",19,696,3
"1Sa",20,1289,5
"1Sa",21,499,2
"1Sa",22,761,3
"1Sa",23,831,3
"1Sa",24,661,3
"1Sa",25,1452,5
"1Sa",26,849,3
"1Sa",27,385,2
"1Sa",28,835,3
"1Sa",29,421,2
"1Sa",30,956,4
"1Sa",31,348,2
"2Sa",1,712,3
"2Sa",2,911,4
"2Sa",3,1143,4
"2Sa",4,434,2
"2Sa",5,624,3
"2Sa",6,713,3
"2Sa",7,858,3
"2Sa",8,447,2
"2Sa",9,408,2
"2Sa",10,608,3
"2Sa",11,814,3
"2Sa",12,992,4
"2Sa",13,1149,4
"2Sa",14,1117,4
"2Sa",15,1118,4
"2Sa",16,738,3
"2Sa",17,935,4
"2Sa",18,1096,4
"2Sa",19,1473,5
"2Sa",20,848,3
"2Sa",21,778,3
"2Sa",22,951,4
"2Sa",23,878,3
"2Sa",24,855,3
"1Ki",1,1500,5
"1Ki",2,1510,6
"1Ki",3,850,3
"1Ki",4,706,3
"1Ki",5,527,2
"1Ki",6,1018,4
"1Ki",7,1482,5
"1Ki",8,2139,8
"1Ki",9,826,3
"1Ki",10,839,3
"1Ki",11,1253,5
"1Ki",12,1038,4
"1Ki",13,1138,4
"1Ki",14,987,4
"1Ki",15,951,4
"1Ki",16,1035,4
"1Ki",17,680,3
"1Ki",18,1397,5
"1Ki",19,732,3
"1Ki",20,1480,5
"1Ki",21,908,4
"1Ki",22,1517,6
"2Ki",1,669,3
"2Ki",2,848,3
"2Ki",3,848,3
"2Ki",4,1369,5
"2Ki",5,975,4
"2Ki",6,1019,4
"2Ki",7,824,3
"2Ki",8,953,4
"2Ki",9,1205,5
"2Ki",10,1203,5
"2Ki",11,738,3
"2Ki",12,688,3
"2Ki",13,775,3
"2Ki",14,881,3
"2Ki",15,1092,4
"2Ki",16,656,3
"2Ki",17,1245,5
"2Ki",18,1220,5
"2Ki",19,1147,4
"2Ki",20,660,3
"2Ki",21,747,3
"2Ki",22,712,3
"2Ki",23,1477,5
"2Ki",24,584,2
"2Ki",25,982,4
"1Ch",1,683,3
"1Ch",2,846,3
"1Ch",3,347,2
"1Ch",4,852,3
"1Ch",5,664,3
"1Ch",6,1341,5
"1Ch",7,831,3
"1Ch",8,491,2
"1Ch",9,960,4
"1Ch",10,364,2
"1Ch",11,944,4
"1Ch",12,987,4
"1Ch",13,386,2
"1Ch",14,357,2
"1Ch",15,714,3
"1Ch",16,850,3
"1Ch",17,779,3
"1Ch",18,399,2
"1Ch",19,630,3
"1Ch",20,289,1
"1Ch",21,914,4
"1Ch",22,605,3
"1Ch",23,681,3
"1Ch",24,541,2
"1Ch",25,543,2
"1Ch",26,710,3
"1Ch",27,805,3
"1Ch",28,864,3
"1Ch",29,988,4
"2Ch",1,530,2
"2Ch",2,645,3
"2Ch",3,481,2
"2Ch",4,595,2
"2Ch",5,497,2
"2Ch",6,1402,5
"2Ch",7,748,3
"2Ch",8,536,2
"2Ch",9,882,3
"2Ch",10,560,2
"2Ch",11,486,2
"2Ch",12,481,2
"2Ch",13,642,3
"2Ch",14,448,2
"2Ch",15,518,2
"2Ch",16,479,2
"2Ch",17,459,2
"2Ch",18,1050,4
"2Ch",19,352,2
"2Ch",20,1148,4
"2Ch",21,623,3
"2Ch",22,444,2
"2Ch",23,788,3
"2Ch",24,933,4
"2Ch",25,970,4
"2Ch",26,721,3
"2Ch",27,244,1
"2Ch",28,896,3
"2Ch",29,1157,4
"2Ch",30,869,3
"2Ch",31,757,3
"2Ch",32,1084,4
"2Ch",33,780,3
"2Ch",34,1223,5
"2Ch",35,900,3
"2Ch",36,741,3
"Ezr",1,371,2
"Ezr",2,998,4
"Ezr",3,547,2
"Ezr",4,769,3
"Ezr",5,583,2
"Ezr",6,778,3
"Ezr",7,863,3
"Ezr",8,990,4
"Ezr",9,617,3
"Ezr",10,924,4
"Ne",1,390,2
"Ne",2,718,3
"Ne",3,896,3
"Ne",4,716,3
"Ne",5,636,3
"Ne",6,602,3
"Ne",7,1176,4
"Ne",8,686,3
"Ne",9,1328,5
"Ne",10,652,3
"Ne",11,788,3
"Ne",12,930,4
"Ne",13,962,4
"Es",1,716,3
"Es",2,806,3
"Es",3,552,2
"Es",4,517,2
"Es",5,494,2
"Es",6,476,2
"Es",7,345,2
"Es",8,650,3
"Es",9,984,4
"Es",10,93,1
"Job",1,641,3
"Job",2,387,2
"Job",3,434,2
"Job",4,336,2
"Job",5,446,2
"Job",6,482,2
"Job",7,394,2
"Job",8,340,2
"Job",9,544,2
"Job",10,402,2
"Job",11,337,2
"Job",12,399,2
"Job",13,413,2
"Job",14,410,2
"Job",15,549,2
"Job",16,375,2
"Job",17,262,1
"Job",18,342,2
"Job",19,475,2
"Job",20,521,2
"Job",21,522,2
"Job",22,482,2
"Job",23,280,1
"Job",24,481,2
"Job",25,90,1
"Job",26,206,1
"Job",27,373,2
"Job",28,455,2
"Job",29,404,2
"Job",30,514,2
"Job",31,691,3
"Job",32,375,2
"Job",33,525,2
"Job",34,615,3
"Job",35,254,1
"Job",36,495,2
"Job",37,402,2
"Job",38,659,3
"Job",39,477,2
"Job",40,361,2
"Job",41,507,2
"Job",42,441,2
"Ps",1,130,1
"Ps",2,206,1
"Ps",3,150,1
"Ps",4,175,1
"Ps",5,255,1
"Ps",6,171,1
"Ps",7,343,2
"Ps",8,176,1
"Ps",9,377,2
"Ps",10,350,2
"Ps",11,136,1
"Ps",12,157,1
"Ps",13,115,1
"Ps",14,157,1
"Ps",15,103,1
"Ps",16,209,1
"Ps",17,315,2
"Ps",18,965,4
"Ps",19,280,1
"Ps",20,152,1
"Ps",21,254,1
"Ps",22,591,2
"Ps",23,122,1
"Ps",24,182,1
"Ps",25,346,2
"Ps",26,187,1
"Ps",27,344,2
"Ps",28,205,1
"Ps",29,183,1
"Ps",30,243,1
"Ps",31,506,2
"Ps",32,246,1
"Ps",33,350,2
"Ps",34,365,2
"Ps",35,568,2
"Ps",36,236,1
"Ps",37,706,3
"Ps",38,369,2
"Ps",39,281,1
"Ps",40,408,2
"Ps",41,248,1
"Ps",42,290,1
"Ps",43,130,1
"Ps",44,461,2
"Ps",45,343,2
"Ps",46,217,1
"Ps",47,154,1
"Ps",48,238,1
"Ps",49,348,2
"Ps",50,404,2
"Ps",51,344,2
"Ps",52,194,1
"Ps",53,163,1
"Ps",54,136,1
"Ps",55,446,2
"Ps",56,241,1
"Ps",57,246,1
"Ps",58,226,1
"Ps",59,358,2
"Ps",60,244,1
"Ps",61,143,1
"Ps",62,238,1
"Ps",63,206,1
"Ps",64,192,1
"Ps",65,277,1
"Ps",66,335,2
"Ps",67,121,1
"Ps",68,708,3
"Ps",69,680,3
"Ps",70,114,1
"Ps",71,471,2
"Ps",72,373,2
"Ps",73,427,2
"Ps",74,416,2
"Ps",75,200,1
"Ps",76,205,1
"Ps",77,340,2
"Ps",78,1228,5
"Ps",79,281,1
"Ps",80,344,2
"Ps",81,298,1
"Ps",82,120,1
"Ps",83,279,1
"Ps",84,239,1
"Ps",85,218,1
"Ps",86,316,2
"Ps",87,122,1
"Ps",88,317,2
"Ps",89,884,3
"Ps",90,328,2
"Ps",91,288,1
"Ps",92,266,1
"Ps",93,92,1
"Ps",94,356,2
"Ps",95,199,1
"Ps",96,226,1
"Ps",97,189,1
"Ps",98,172,1
"Ps",99,157,1
"Ps",100,90,1
"Ps",101,177,1
"Ps",102,472,2
"Ps",103,346,2
"Ps",104,598,2
"Ps",105,632,3
"Ps",106,762,3
"Ps",107,685,3
"Ps",108,212,1
"Ps",109,542,2
"Ps",110,146,1
"Ps",111,177,1
"Ps",112,172,1
"Ps",113,142,1
"Ps",114,106,1
"Ps",115,274,1
"Ps",116,287,1
"Ps",117,33,1
"Ps",118,465,2
"Ps",119,2445,9
"Ps",120,92,1
"Ps",121,114,1
"Ps",122,130,1
"Ps",123,98,1
"Ps",124,127,1
"Ps",125,112,1
"Ps",126,98,1
"Ps",127,116,1
"Ps",128,105,1
"Ps",129,123,1
"Ps",130,120,1
"Ps",131,66,1
"Ps",132,280,1
"Ps",133,75,1
"Ps",134,48,1
"Ps",135,329,2
"Ps",136,353,2
"Ps",137,165,1
"Ps",138,176,1
"Ps",139,418,2
"Ps",140,247,1
"Ps",141,207,1
"Ps",142,162,1
"Ps",143,256,1
"Ps",144,306,2
"Ps",145,335,2
"Ps",146,178,1
"Ps",147,299,1
"Ps",148,202,1
"Ps",149,143,1
"Ps",150,85,1
"Pr",1,519,2
"Pr",2,309,2
"Pr",3,541,2
"Pr",4,418,2
"Pr",5,354,2
"Pr",6,546,2
"Pr",7,411,2
"Pr",8,562,2
"Pr",9,288,1
"Pr",10,527,2
"Pr",11,524,2
"Pr",12,476,2
"Pr",13,400,2
"Pr",14,572,2
"Pr",15,544,2
"Pr",16,543,2
"Pr",17,476,2
"Pr",18,381,2
"Pr",19,506,2
"Pr",20,498,2
"Pr",21,501,2
"Pr",22,495,2
"Pr",23,566,2
"Pr",24,580,2
"Pr",25,522,2
"Pr",26,459,2
"Pr",27,460,2
"Pr",28,528,2
"Pr",29,425,2
"Pr",30,640,3
"Pr",31,467,2
"Ec",1,380,2
"Ec",2,734,3
"Ec",3,517,2
"Ec",4,380,2
"Ec",5,533,2
"Ec",6,301,2
"Ec",7,617,3
"Ec",8,515,2
"Ec",9,555,2
"Ec",10,402,2
"Ec",11,273,1
"Ec",12,372,2
"Song",1,326,2
"Song",2,351,2
"Song",3,287,1
"Song",4,363,2
"Song",5,397,2
"Song",6,282,1
"Song",7,292,1
"Song",8,360,2
"Isa",1,758,3
"Isa",2,567,2
"Isa",3,587,2
"Isa",4,209,1
"Isa",5,863,3
"Isa",6,366,2
"Isa",7,693,3
"Isa",8,558,2
"Isa",9,599,2
"Isa",10,928,4
"Isa",11,519,2
"Isa",12,134,1
"Isa",13,576,2
"Isa",14,856,3
"Isa",15,266,1
"Isa",16,415,2
"Isa",17,428,2
"Isa",18,255,1
"Isa",19,730,3
"Isa",20,169,1
"Isa",21,417,2
"Isa",22,676,3
"Isa",23,469,2
"Isa",24,592,2
"Isa",25,381,2
"Isa",26,550,2
"Isa",27,405,2
"Isa",28,814,3
"Isa",29,742,3
"Isa",30,1059,4
"Isa",31,322,2
"Isa",32,436,2
"Isa",33,585,2
"Isa",34,522,2
"Isa",35,277,1
"Isa",36,690,3
"Isa",37,1131,4
"Isa",38,592,2
"Isa",39,268,1
"Isa",40,796,3
"Isa",41,804,3
"Isa",42,676,3
"Isa",43,711,3
"Isa",44,886,3
"Isa",45,774,3
"Isa",46,342,2
"Isa",47,471,2
"Isa",48,627,3
"Isa",49,867,3
"Isa",50,365,2
"Isa",51,771,3
"Isa",52,405,2
"Isa",53,387,2
"Isa",54,493,2
"Isa",55,399,2
"Isa",56,361,2
"Isa",57,569,2
"Isa",58,521,2
"Isa",59,590,2
"Isa",60,665,3
"Isa",61,380,2
"Isa",62,362,2
"Isa",63,538,2
"Isa",64,308,2
"Isa",65,753,3
"Isa",66,811,3
"Jer",1,528,2
"Jer",2,1019,4
"Jer",3,802,3
"Jer",4,861,3
"Jer",5,874,3
"Jer",6,827,3
"Jer",7,970,4
"Jer",8,706,3
"Jer",9,772,3
"Jer",10,674,3
"Jer",11,749,3
"Jer",12,544,2
"Jer",13,739,3
"Jer",14,688,3
"Jer",15,702,3
"Jer",16,699,3
"Jer",17,829,3
"Jer",18,659,3
"Jer",19,541,2
"Jer",20,594,2
"Jer",21,498,2
"Jer",22,837,3
"Jer",23,1186,4
"Jer",24,361,2
"Jer",25,1138,4
"Jer",26,800,3
"Jer",27,762,3
"Jer",28,540,2
"Jer",29,1005,4
"Jer",30,717,3
"Jer",31,1294,5
"Jer",32,1432,5
"Jer",33,842,3
"Jer",34,824,3
"Jer",35,657,3
"Jer",36,1110,4
"Jer",37,611,3
"Jer",38,984,4
"Jer",39,545,2
"Jer",40,681,3
"Jer",41,664,3
"Jer",42,774,3
"Jer",43,460,2
"Jer",44,1228,5
"Jer",45,152,1
"Jer",46,821,3
"Jer",47,215,1
"Jer",48,1172,4
"Jer",49,1180,4
"Jer",50,1460,5
"Jer",51,1853,7
"Jer",52,1074,4
"La",1,758,3
"La",2,883,3
"La",3,876,3
"La",4,598,2
"La",5,296,1
"Eze",1,870,3
"Eze",2,273,1
"Eze",3,809,3
"Eze",4,519,2
"Eze",5,628,3
"Eze",6,470,2
"Eze",7,768,3
"Eze",8,655,3
"Eze",9,400,2
"Eze",10,659,3
"Eze",11,721,3
"Eze",12,799,3
"Eze",13,738,3
"Eze",14,746,3
"Eze",15,205,1
"Eze",16,1820,7
"Eze",17,773,3
"Eze",18,919,4
"Eze",19,356,2
"Eze",20,1601,6
"Eze",21,945,4
"Eze",22,840,3
"Eze",23,1322,5
"Eze",24,774,3
"Eze",25,507,2
"Eze",26,727,3
"Eze",27,907,4
"Eze",28,809,3
"Eze",29,714,3
"Eze",30,760,3
"Eze",31,680,3
"Eze",32,1077,4
"Eze",33,1071,4
"Eze",34,958,4
"Eze",35,402,2
"Eze",36,1180,4
"Eze",37,870,3
"Eze",38,776,3
"Eze",39,928,4
"Eze",40,1530,6
"Eze",41,802,3
"Eze",42,568,2
"Eze",43,907,4
"Eze",44,1031,4
"Eze",45,882,3
"Eze",46,880,3
"Eze",47,780,3
"Eze",48,1045,4
"Da",1,589,2
"Da",2,1500,5
"Da",3,992,4
"Da",4,1290,5
"Da",5,995,4
"Da",6,905,4
"Da",7,926,4
"Da",8,852,3
"Da",9,966,4
"Da",10,647,3
"Da",11,1529,6
"Da",12,411,2
"Ho",1,355,2
"Ho",2,678,3
"Ho",3,156,1
"Ho",4,465,2
"Ho",5,368,2
"Ho",6,254,1
"Ho",7,398,2
"Ho",8,330,2
"Ho",9,468,2
"Ho",10,425,2
"Ho",11,308,2
"Ho",12,311,2
"Ho",13,426,2
"Ho",14,232,1
"Joe",1,508,2
"Joe",2,958,4
"Joe",3,567,2
"Am",1,455,2
"Am",2,441,2
"Am",3,397,2
"Am",4,432,2
"Am",5,658,3
"Am",6,399,2
"Am",7,471,2
"Am",8,414,2
"Am",9,549,2
"Ob",1,669,3
"Jon",1,514,2
"Jon",2,214,1
"Jon",3,260,1
"Jon",4,332,2
"Mic",1,452,2
"Mic",2,400,2
"Mic",3,354,2
"Mic",4,476,2
"Mic",5,447,2
"Mic",6,440,2
"Mic",7,583,2
"Na",1,394,2
"Na",2,371,2
"Na",3,519,2
"Hab",1,423,2
"Hab",2,563,2
"Hab",3,489,2
"Zep",1,555,2
"Zep",2,463,2
"Zep",3,598,2
"Hag",1,451,2
"Hag",2,679,3
"Zec",1,622,3
"Zec",2,317,2
"Zec",3,296,1
"Zec",4,365,2
"Zec",5,338,2
"Zec",6,424,2
"Zec",7,378,2
"Zec",8,703,3
"Zec",9,537,2
"Zec",10,408,2
"Zec",11,502,2
"Zec",12,462,2
"Zec",13,337,2
"Zec",14,754,3
"Mal",1,487,2
"Mal",2,546,2
"Mal",3,565,2
"Mal",4,188,1
"Mt",1,473,2
"Mt",2,619,3
"Mt",3,387,2
"Mt",4,557,2
"Mt",5,1081,4
"Mt",6,794,3
"Mt",7,626,3
"Mt",8,773,3
"Mt",9,837,3
"Mt",10,919,4
"Mt",11,668,3
"Mt",12,1168,4
"Mt",13,1367,5
"Mt",14,721,3
"Mt",15,785,3
"Mt",16,688,3
"Mt",17,620,3
"Mt",18,869,3
"Mt",19,719,3
"Mt",20,779,3
"Mt",21,1126,4
"Mt",22,828,3
"Mt",23,833,3
"Mt",24,1047,4
"Mt",25,995,4
"Mt",26,1625,6
"Mt",27,1359,5
"Mt",28,421,2
"Mr",1,930,4
"Mr",2,724,3
"Mr",3,663,3
"Mr",4,923,4
"Mr",5,952,4
"Mr",6,1323,5
"Mr",7,806,3
"Mr",8,842,3
"Mr",9,1164,4
"Mr",10,1218,5
"Mr",11,778,3
"Mr",12,1058,4
"Mr",13,828,3
"Mr",14,1595,6
"Mr",15,913,4
"Mr",16,449,2
"Lu",1,1583,6
"Lu",2,1094,4
"Lu",3,1017,4
"Lu",4,1021,4
"Lu",5,949,4
"Lu",6,1229,5
"Lu",7,1209,5
"Lu",8,1431,5
"Lu",9,1457,5
"Lu",10,992,4
"Lu",11,1331,5
"Lu",12,1407,5
"Lu",13,864,3
"Lu",14,812,3
"Lu",15,725,3
"Lu",16,752,3
"Lu",17,809,3
"Lu",18,868,3
"Lu",19,1047,4
"Lu",20,954,4
"Lu",21,820,3
"Lu",22,1396,5
"Lu",23,1117,4
"Lu",24,1055,4
"Joh",1,1004,4
"Joh",2,510,2
"Joh",3,763,3
"Joh",4,1094,4
"Joh",5,1001,4
"Joh",6,1506,6
"Joh",7,1002,4
"Joh",8,1307,5
"Joh",9,876,3
"Joh",10,820,3
"Joh",11,1157,4
"Joh",12,1060,4
"Joh",13,826,3
"Joh",14,731,3
"Joh",15,613,3
"Joh",16,789,3
"Joh",17,636,3
"Joh",18,947,4
"Joh",19,1010,4
"Joh",20,749,3
"Joh",21,693,3
"Ac",1,661,3
"Ac",2,1021,4
"Ac",3,634,3
"Ac",4,865,3
"Ac",5,1026,4
"Ac",6,355,2
"Ac",7,1430,5
"Ac",8,883,3
"Ac",9,1046,4
"Ac",10,1108,4
"Ac",11,667,3
"Ac",12,662,3
"Ac",13,1272,5
"Ac",14,627,3
"Ac",15,925,4
"Ac",16,943,4
"Ac",17,855,3
"Ac",18,664,3
"Ac",19,975,4
"Ac",20,882,3
"Ac",21,1067,4
"Ac",22,773,3
"Ac",23,921,4
"Ac",24,640,3
"Ac",25,711,3
"Ac",26,781,3
"Ac",27,1033,4
"Ac",28,818,3
"Ro",1,714,3
"Ro",2,604,3
"Ro",3,562,2
"Ro",4,546,2
"Ro",5,480,2
"Ro",6,484,2
"Ro",7,605,3
"Ro",8,903,4
"Ro",9,719,3
"Ro",10,461,2
"Ro",11,818,3
"Ro",12,397,2
"Ro",13,361,2
"Ro",14,525,2
"Ro",15,742,3
"Ro",16,517,2
"1Co",1,649,3
"1Co",2,373,2
"1Co",3,459,2
"1Co",4,509,2
"1Co",5,321,2
"1Co",6,465,2
"1Co",7,959,4
"1Co",8,309,2
"1Co",9,671,3
"1Co",10,667,3
"1Co",11,718,3
"1Co",12,593,2
"1Co",13,270,1
"1Co",14,887,3
"1Co",15,1166,4
"1Co",16,464,2
"2Co",1,591,2
"2Co",2,401,2
"2Co",3,389,2
"2Co",4,406,2
"2Co",5,487,2
"2Co",6,357,2
"2Co",7,452,2
"2Co",8,568,2
"2Co",9,355,2
"2Co",10,437,2
"2Co",11,718,3
"2Co",12,589,2
"2Co",13,333,2
"Ga",1,453,2
"Ga",2,573,2
"Ga",3,648,3
"Ga",4,610,3
"Ga",5,447,2
"Ga",6,359,2
"Eph",1,508,2
"Eph",2,453,2
"Eph",3,410,2
"Eph",4,617,3
"Eph",5,564,2
"Eph",6,478,2
"Php",1,632,3
"Php",2,601,3
"Php",3,483,2
"Php",4,477,2
"Col",1,656,3
"Col",2,503,2
"Col",3,457,2
"Col",4,373,2
"1Th",1,253,1
"1Th",2,479,2
"1Th",3,295,1
"1Th",4,396,2
"1Th",5,424,2
"2Th",1,291,1
"2Th",2,381,2
"2Th",3,360,2
"1Ti",1,432,2
"1Ti",2,247,1
"1Ti",3,324,2
"1Ti",4,310,2
"1Ti",5,470,2
"1Ti",6,477,2
"2Ti",1,438,2
"2Ti",2,506,2
"2Ti",3,297,1
"2Ti",4,453,2
"Tit",1,337,2
"Tit",2,265,1
"Tit",3,313,2
"Phm",1,439,2
"Heb",1,338,2
"Heb",2,472,2
"Heb",3,362,2
"Heb",4,404,2
"Heb",5,321,2
"Heb",6,425,2
"Heb",7,607,3
"Heb",8,387,2
"Heb",9,678,3
"Heb",10,784,3
"Heb",11,922,4
"Heb",12,696,3
"Heb",13,509,2
"Jas",1,544,2
"Jas",2,528,2
"Jas",3,378,2
"Jas",4,369,2
"Jas",5,485,2
"1Pe",1,597,2
"1Pe",2,549,2
"1Pe",3,551,2
"1Pe",4,479,2
"1Pe",5,300,1
"2Pe",1,488,2
"2Pe",2,581,2
"2Pe",3,484,2
"1Jo",1,247,1
"1Jo",2,736,3
"1Jo",3,534,2
"1Jo",4,480,2
"1Jo",5,520,2
"2Jo",1,298,1
"3Jo",1,294,1
"Jude",1,608,3
"Re",1,592,2
"Re",2,802,3
"Re",3,658,3
"Re",4,348,2
"Re",5,435,2
"Re",6,540,2
"Re",7,491,2
"Re",8,397,2
"Re",9,592,2
"Re",10,353,2
"Re",11,580,2
"Re",12,497,2
"Re",13,538,2
"Re",14,651,3
"Re",15,252,1
"Re",16,567,2
"Re",17,522,2
"Re",18,747,3
"Re",19,634,3
"Re",20,477,2
"Re",21,749,3
"Re",22,573,2
